1	0.251685	-1	-1	0.810018	-1	0.72624	-1	0.778528	0.106633	0.542606	-1	-1	-1
1	0.251685	-1	-1	0.810018	-1	0.72624	-1	0.778528	0.106633	0.542606	-1	-1	-1
1	-1	-1	-1	0.829546	-1	0.749179	-1	0.76812	0.177845	0.396322	-1	-1	-1
1	-1	-1	-1	0.829546	-1	0.749179	-1	0.76812	0.177845	0.396322	-1	-1	-1
1	0.410296	-1	-1	0.79415	-1	0.701422	-1	0.811185	0.242181	0.415725	-1	-1	-1
1	0.410296	-1	-1	0.79415	-1	0.701422	-1	0.811185	0.242181	0.415725	-1	-1	-1
1	0.43996	0.230941	-1	0.862612	0.147305	0.77684	0.215856	0.897935	0.278954	0.631667	0.142463	-1	0.184393
1	0.43996	0.230941	-1	0.862612	0.147305	0.77684	0.215856	0.897935	0.278954	0.631667	0.142463	-1	0.184393
1	0.43996	0.230941	-1	0.862612	0.147305	0.77684	0.215856	0.897935	0.278954	0.631667	0.142463	-1	0.184393
1	0.43996	0.230941	-1	0.862612	0.147305	0.77684	0.215856	0.897935	0.278954	0.631667	0.142463	-1	0.184393
1	-1	0.0401629	-1	0.826388	-1	0.810986	-1	0.94959	0.120768	0.678609	-1	-1	-1
1	0.36168	-1	-1	0.616146	-1	0.604028	-1	0.471639	0.146927	0.139352	-1	-1	-1
1	0.350757	-1	-1	0.603223	-1	0.58873	-1	0.492362	0.136566	0.135116	-1	-1	-1
1	0.357866	-1	-1	0.608089	-1	0.626931	-1	0.0765375	0.0888178	0.0957553	-1	-1	-1
1	0.364089	-1	-1	0.593212	-1	0.636897	-1	0.0628762	0.106527	0.097559	-1	-1	-1
1	0.366488	-1	-1	0.656631	-1	0.554345	-1	0.581467	0.163801	0.135273	-1	-1	-1
1	0.35419	-1	-1	0.619915	-1	0.585522	-1	0.505269	0.133374	0.115514	-1	-1	-1
1	0.342341	-1	-1	0.629149	-1	0.596392	-1	0.495751	0.102817	0.116172	-1	-1	-1
1	0.349246	-1	-1	0.734507	-1	-1	-1	0.747523	0.135446	0.136033	-1	-1	-1
1	0.344319	-1	-1	0.735064	-1	-1	-1	0.749411	0.132718	0.127245	-1	-1	-1
1	0.260371	-1	-1	0.581473	-1	0.562104	-1	0.488579	0.096911	0.0674236	-1	-1	-1
